"TIPO",PARTIDA,CAPITULO,PROGRAMA,SUBTITULO,ITEM,ASIGNACION,"DESC_PARTIDA","DESC_CAPITULO","DESC_PROGRAMA","DESC_SUBTITULO","DESC_ITEM","DESC_ASIGNACION",MONTO_PESOS,MONTO_DOLAR
"INGRESOS",5,32,1,5,3,7,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","TRANSFERENCIAS CORRIENTES","De Otras Entidades Públicas","Fondo para Hospitales",2833831,0
"INGRESOS",5,32,1,7,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","INGRESOS DE OPERACIÓN",,,20294594,0
"INGRESOS",5,32,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","OTROS INGRESOS CORRIENTES","Otros",,480230,0
"INGRESOS",5,32,1,12,10,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,1854000,0
"INGRESOS",5,32,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","SALDO INICIAL DE CAJA",,,150000,0
"GASTOS",5,32,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","GASTOS EN PERSONAL",,,16313968,0
"GASTOS",5,32,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","BIENES Y SERVICIOS DE CONSUMO",,,9038983,0
"GASTOS",5,32,1,23,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Previsionales",,144254,0
"GASTOS",5,32,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,10300,0
"GASTOS",5,32,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,5150,0
"GASTOS",5,32,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","HOSPITAL DE CARABINEROS","HOSPITAL DE CARABINEROS","SERVICIO DE LA DEUDA","Deuda Flotante",,100000,0
"INGRESOS",5,33,1,5,2,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Servicio Nacional de la Mujer - Programa 06",75752,0
"INGRESOS",5,33,1,5,3,4,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","TRANSFERENCIAS CORRIENTES","De Otras Entidades Públicas","Municipalidades",201330,0
"INGRESOS",5,33,1,6,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","RENTAS DE LA PROPIEDAD",,,63323,0
"INGRESOS",5,33,1,7,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","INGRESOS DE OPERACIÓN",,,806409,0
"INGRESOS",5,33,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","OTROS INGRESOS CORRIENTES","Otros",,294595,0
"INGRESOS",5,33,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","APORTE FISCAL","Libre",,254306893,0
"INGRESOS",5,33,1,10,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","VENTA DE ACTIVOS NO FINANCIEROS","Vehículos",,448894,0
"INGRESOS",5,33,1,10,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","VENTA DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,8417,0
"GASTOS",5,33,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","GASTOS EN PERSONAL",,,207510581,0
"GASTOS",5,33,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","BIENES Y SERVICIOS DE CONSUMO",,,34086840,0
"GASTOS",5,33,1,23,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Previsionales",,309000,0
"GASTOS",5,33,1,24,3,243,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Bienestar Social",474432,0
"GASTOS",5,33,1,29,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Edificios",,10300,0
"GASTOS",5,33,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,2186690,0
"GASTOS",5,33,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,483228,0
"GASTOS",5,33,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,1258055,0
"GASTOS",5,33,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,1048897,0
"GASTOS",5,33,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,886806,0
"GASTOS",5,33,1,31,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","POLICÍA DE INVESTIGACIONES DE CHILE","POLICÍA DE INVESTIGACIONES DE CHILE  (03,04)","INICIATIVAS DE INVERSIÓN","Proyectos",,7950784,0
"INGRESOS",5,61,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,4200,0
"INGRESOS",5,61,1,8,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,10,0
"INGRESOS",5,61,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","OTROS INGRESOS CORRIENTES","Otros",,10,0
"INGRESOS",5,61,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","APORTE FISCAL","Libre",,3014374,0
"INGRESOS",5,61,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","SALDO INICIAL DE CAJA",,,1000,0
"GASTOS",5,61,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","GASTOS EN PERSONAL",,,2204718,0
"GASTOS",5,61,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","BIENES Y SERVICIOS DE CONSUMO",,,499116,0
"GASTOS",5,61,1,23,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador",,10,0
"GASTOS",5,61,1,24,1,50,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Pagos Art. 39 e Inciso Final Art. 72 Ley N° 19.175",223483,0
"GASTOS",5,61,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,15592,0
"GASTOS",5,61,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,12360,0
"GASTOS",5,61,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,30900,0
"GASTOS",5,61,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,31415,0
"GASTOS",5,61,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,1000,0
"GASTOS",5,61,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","GASTOS DE FUNCIONAMIENTO REGIÓN I  (01)","SALDO FINAL DE CAJA",,,1000,0
"INGRESOS",5,61,2,6,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","RENTAS DE LA PROPIEDAD",,,51534,0
"INGRESOS",5,61,2,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","OTROS INGRESOS CORRIENTES","Otros",,174466,0
"INGRESOS",5,61,2,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","APORTE FISCAL","Libre",,18173007,0
"INGRESOS",5,61,2,13,2,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Subsecretaría de Bienes Nacionales",1888214,0
"INGRESOS",5,61,2,13,2,4,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Subsecretaría de Desarrollo Regional y Administrativo",9199024,0
"INGRESOS",5,61,2,13,2,6,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Tesoro Público-Ley N° 19.143, Patentes Mineras",3216487,0
"INGRESOS",5,61,2,13,2,13,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Tesoro Público Artículo 129 bis 19 Código de Aguas",92812,0
"INGRESOS",5,61,2,13,2,19,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Fondo de Inversión y Reconversión Regional",4347191,0
"INGRESOS",5,61,2,13,2,20,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS PARA GASTOS DE CAPITAL","Del Gobierno Central","Tesoro Público Ley N°18.892, Patentes de Acuicultura",36199,0
"INGRESOS",5,61,2,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","SALDO INICIAL DE CAJA",,,1358430,0
"GASTOS",5,61,2,24,1,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Actividades Culturales",375386,0
"GASTOS",5,61,2,24,1,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Actividades Deportivas",375386,0
"GASTOS",5,61,2,24,1,5,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Actividades de Seguridad Ciudadana",375386,0
"GASTOS",5,61,2,24,1,6,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Corporación Agencia Regional de Desarrollo Productivo de la Región de Tarapacá",598839,0
"GASTOS",5,61,2,24,3,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Municipalidades - Actividades Culturales",375386,0
"GASTOS",5,61,2,24,3,3,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Municipalidades - Actividades Deportivas",375386,0
"GASTOS",5,61,2,24,3,5,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Municipalidades - Actividades de Seguridad Ciudadana",375386,0
"GASTOS",5,61,2,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,818617,0
"GASTOS",5,61,2,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,1405581,0
"GASTOS",5,61,2,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,26204,0
"GASTOS",5,61,2,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,50049,0
"GASTOS",5,61,2,31,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","INICIATIVAS DE INVERSIÓN","Estudios Básicos",,487714,0
"GASTOS",5,61,2,31,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","INICIATIVAS DE INVERSIÓN","Proyectos",,28821295,0
"GASTOS",5,61,2,31,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","INICIATIVAS DE INVERSIÓN","Programas de Inversión",,24871,0
"GASTOS",5,61,2,32,6,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","PRÉSTAMOS","Por Anticipos a Contratistas","Anticipos a Contratistas",800000,0
"GASTOS",5,61,2,32,6,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","PRÉSTAMOS","Por Anticipos a Contratistas","Recuperación de Anticipos a Contratistas",-800000,0
"GASTOS",5,61,2,33,1,10,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","Al Sector Privado","Aplicación Letra a) Artículo Cuarto Transitorio Ley N°20.378",286925,0
"GASTOS",5,61,2,33,3,103,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","UNAP-Transferencia catalizador de la industria ERNC regional en sistema PMGD",5768,0
"GASTOS",5,61,2,33,3,104,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","UNAP-Puesta en valor digital y formación de capital humano.",105037,0
"GASTOS",5,61,2,33,3,106,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","UNIVERSIDAD DE LOS LAGOS-Transferencia desarrollo y gestión empresarial para la comp. del sector ganadero.",158572,0
"GASTOS",5,61,2,33,3,107,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","UNIVERSIDAD DE LOS LAGOS-Desarrollo del potencial innovador para el crecimiento inclusivo de la región de Tarapacá",89788,0
"GASTOS",5,61,2,33,3,999,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","Fondos FIC (Sin Distribuir)",3403788,0
"GASTOS",5,61,2,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","SERVICIO DE LA DEUDA","Deuda Flotante",,1000,0
"GASTOS",5,61,2,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN I TARAPACÁ","INVERSIÓN REGIONAL REGIÓN I","SALDO FINAL DE CAJA",,,1000,0
"INGRESOS",5,62,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,4326,0
"INGRESOS",5,62,1,8,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,10,0
"INGRESOS",5,62,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","OTROS INGRESOS CORRIENTES","Otros",,10,0
"INGRESOS",5,62,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","APORTE FISCAL","Libre",,3306472,0
"INGRESOS",5,62,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","SALDO INICIAL DE CAJA",,,1000,0
"GASTOS",5,62,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","GASTOS EN PERSONAL",,,2493246,0
"GASTOS",5,62,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","BIENES Y SERVICIOS DE CONSUMO",,,444122,0
"GASTOS",5,62,1,23,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador",,10,0
"GASTOS",5,62,1,24,1,50,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Pagos Art. 39 e Inciso Final Art. 72 Ley N° 19.175",272244,0
"GASTOS",5,62,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,18540,0
"GASTOS",5,62,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,12704,0
"GASTOS",5,62,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,1772,0
"GASTOS",5,62,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,67180,0
"GASTOS",5,62,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","GOBIERNO REGIONAL REGIÓN II ANTOFAGASTA","GASTOS DE FUNCIONAMIENTO REGIÓN II  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,1000,0
